timestamp_ms,x,y,z
715694,0.31,0.49,0.00
715707,0.37,0.49,0.06
715720,0.79,0.49,0.18
715733,0.85,0.49,0.18
715746,0.49,0.49,0.06
715759,0.43,0.49,0.06
715772,0.85,0.49,0.12
715785,0.37,0.49,-0.06
715798,0.18,0.49,-0.06
715811,0.49,0.49,0.00
715824,0.73,0.49,0.06
715837,0.73,0.49,0.06
715850,0.61,0.49,0.06
715863,0.55,0.49,0.06
715876,0.24,0.49,0.00
715889,0.43,0.49,0.06
715902,0.73,0.49,0.12
715915,0.37,0.49,0.06
715928,0.24,0.49,0.00
715941,0.55,0.49,0.06
715954,0.98,0.43,0.06
715967,0.73,0.43,0.00
715980,0.18,0.43,-0.06
715993,0.43,0.49,0.00
716005,0.49,0.43,0.06
716019,0.43,0.49,0.06
716032,0.55,0.49,0.06
716045,0.61,0.55,0.12
716058,0.67,0.49,0.12
716071,0.67,0.49,0.06
716084,0.37,0.49,0.00
716097,0.43,0.49,0.00
716110,0.67,0.49,0.00
716123,0.61,0.49,0.00
716136,0.55,0.49,0.00
716148,0.43,0.49,0.00
716161,0.61,0.49,0.06
716175,0.31,0.49,0.06
716187,0.24,0.49,0.06
716200,0.61,0.49,0.12
716213,0.61,0.49,0.12
716226,0.37,0.49,0.06
716239,0.67,0.49,0.06
716253,0.55,0.49,0.00
716266,0.61,0.49,0.06
716279,0.73,0.49,0.06
716291,0.31,0.49,-0.06
716305,0.24,0.49,0.00
716318,0.73,0.49,0.06
716331,0.85,0.49,0.12
716344,0.49,0.49,0.06
716356,0.73,0.55,0.12
716370,0.37,0.49,0.06
716383,0.31,0.49,0.06
716396,0.49,0.49,0.06
716409,0.24,0.49,0.00
716422,0.43,0.49,0.00
716435,0.98,0.43,0.12
716448,0.61,0.49,0.06
716461,0.24,0.49,-0.06
716474,0.49,0.49,0.00
716487,0.67,0.49,0.06
716500,0.55,0.49,0.06
716513,0.55,0.49,0.06
716526,0.49,0.49,0.12
716540,0.61,0.49,0.06
716553,0.37,0.49,0.00
716566,0.61,0.49,0.12
716579,1.16,0.43,0.18
716592,-0.12,0.49,-0.12
716606,-0.12,0.49,-0.12
716619,0.79,0.43,0.06
716632,0.55,0.49,0.00
716645,0.24,0.55,0.00
716660,0.79,0.49,0.12
716673,0.73,0.49,0.06
716686,0.12,0.49,0.00
716699,0.18,0.49,0.00
716712,0.61,0.49,0.06
716724,0.92,0.43,0.12
716737,0.79,0.49,0.12
716750,0.55,0.49,0.00
716763,0.24,0.49,-0.06
716776,0.06,0.49,-0.06
716789,0.79,0.49,0.06
716803,0.85,0.43,0.12
716817,0.00,0.55,-0.06
716832,0.49,0.49,0.06
716845,0.85,0.49,0.12
716858,0.37,0.49,0.06
716871,0.37,0.49,0.00
716884,0.43,0.49,0.06
716897,0.61,0.49,0.06
716911,0.49,0.49,0.00
716926,0.61,0.49,0.06
716941,0.92,0.43,0.12
716955,0.37,0.49,0.00
716968,0.18,0.49,-0.06
716981,0.24,0.49,-0.06
716994,0.67,0.43,0.12
717008,0.85,0.49,0.18
717021,0.43,0.49,0.06
717034,0.43,0.49,0.06
717046,0.67,0.49,0.06
717059,0.49,0.49,0.06
717071,0.37,0.43,0.00
717083,0.31,0.49,0.00
717096,0.49,0.49,0.00
717108,0.73,0.43,0.06
717121,0.79,0.49,0.12
717134,0.37,0.49,0.00
717146,0.37,0.49,0.00
717159,0.73,0.49,0.12
717171,0.79,0.49,0.12
717183,0.55,0.49,0.12
717196,0.31,0.55,0.00
717209,0.61,0.49,0.06
717221,0.79,0.49,0.06
717233,0.55,0.49,0.00
717245,0.55,0.49,0.06
717258,0.43,0.49,0.00
717270,0.61,0.49,0.00
717282,0.73,0.49,0.06
717295,0.55,0.43,0.06
717307,0.31,0.49,0.00
717320,0.37,0.49,0.06
717332,0.43,0.49,0.06
717345,0.85,0.43,0.12
717357,0.67,0.49,0.12
717369,0.31,0.49,0.00
717382,0.61,0.49,0.06
717395,0.73,0.49,0.06
717407,0.73,0.49,0.12
717419,0.37,0.49,0.00
717432,0.06,0.49,-0.12
717444,0.31,0.49,-0.06
717457,0.98,0.49,0.12
717469,0.73,0.49,0.12
717481,0.43,0.55,0.00
717494,0.61,0.49,0.06
717506,0.85,0.49,0.12
717519,1.04,0.49,0.18
717531,0.12,0.49,0.00
717543,-0.06,0.49,-0.06
717556,0.24,0.49,0.00
717568,1.83,0.49,0.37
717580,1.65,0.49,0.31
717593,0.37,0.49,0.00
717605,-0.85,0.49,-0.37
717618,0.43,0.43,-0.12
717630,1.34,0.37,0.12
717643,1.28,0.49,0.24
717655,1.10,0.49,0.24
717668,0.61,0.49,0.18
717681,0.31,0.49,0.18
717694,0.31,0.43,0.12
717706,0.12,0.43,-0.06
717719,-0.43,0.49,-0.12
717732,0.18,0.49,0.00
717746,1.22,0.49,0.24
717759,1.40,0.49,0.31
717771,1.53,0.49,0.24
717784,1.22,0.49,0.12
717797,0.18,0.49,-0.18
717810,0.18,0.49,-0.18
717823,1.40,0.43,0.06
717837,1.16,0.43,0.06
717849,0.12,0.49,-0.06
717863,-0.55,0.43,-0.18
717875,0.79,0.43,0.24
717889,0.92,0.43,0.37
717902,-1.22,0.55,-0.12
717915,-0.49,0.55,0.06
717927,1.22,0.55,0.43
717940,1.59,0.55,0.37
717952,0.49,0.49,0.00
717965,-0.06,0.49,-0.18
717979,0.61,0.43,-0.18
717992,0.67,0.43,-0.18
718005,0.06,0.49,-0.37
718018,0.73,0.49,-0.12
718031,1.34,0.55,0.12
718044,1.53,0.61,0.37
718057,1.34,0.61,0.37
718071,-0.18,0.61,0.06
718084,-0.18,0.61,0.06
718097,0.85,0.55,0.18
718110,0.85,0.49,0.12
718123,0.67,0.49,0.06
718136,1.10,0.43,0.06
718148,0.79,0.43,-0.06
718162,0.06,0.43,-0.24
718175,0.12,0.43,-0.18
718188,0.37,0.43,-0.12
718201,0.49,0.49,0.12
718214,0.79,0.49,0.24
718227,1.28,0.49,0.37
718240,0.55,0.55,0.24
718252,-0.06,0.49,0.12
718265,0.06,0.49,0.06
718278,0.43,0.49,0.06
718291,0.98,0.49,0.12
718304,1.22,0.49,0.12
718317,0.55,0.43,-0.06
718330,-0.06,0.55,-0.18
718344,0.18,0.49,-0.18
718357,0.73,0.49,0.00
718370,0.79,0.49,0.06
718383,1.22,0.55,0.18
718396,1.71,0.55,0.37
718409,1.34,0.55,0.31
718422,-0.73,0.61,-0.18
718436,-1.16,0.55,-0.24
718449,-0.31,0.55,-0.12
718462,1.40,0.49,0.18
718474,1.34,0.49,0.18
718487,0.55,0.43,-0.06
718500,0.24,0.43,-0.12
718513,0.37,0.43,-0.12
718527,0.37,0.43,0.00
718539,0.24,0.43,0.06
718554,0.31,0.49,0.12
718566,0.49,0.49,0.18
718579,0.61,0.55,0.18
718592,0.37,0.49,0.12
718605,0.37,0.49,0.12
718618,1.16,0.43,0.12
718631,1.10,0.43,0.06
718646,0.12,0.49,-0.18
718659,0.00,0.43,-0.18
718674,0.55,0.43,-0.06
718689,0.79,0.49,0.06
718704,0.61,0.55,0.12
718718,0.49,0.55,0.18
718730,0.79,0.55,0.24
718743,0.67,0.49,0.18
718756,-0.12,0.49,0.00
718769,0.12,0.49,0.00
718782,0.49,0.49,0.06
718796,0.49,0.55,-0.06
718809,0.31,0.49,-0.12
718822,0.61,0.43,0.00
718835,1.10,0.49,0.06
718848,1.34,0.49,0.12
718861,0.18,0.55,-0.06
718875,-0.12,0.55,-0.06
718888,0.61,0.49,0.12
718901,0.85,0.49,0.18
718914,0.67,0.49,0.06
718926,0.24,0.55,0.00
718940,0.55,0.49,0.06
718953,0.67,0.43,0.00
718966,0.37,0.43,-0.12
718979,0.49,0.49,0.00
718992,0.79,0.43,0.06
719006,0.85,0.43,0.12
719019,0.37,0.43,0.00
719032,-0.24,0.49,-0.06
719045,0.00,0.55,0.00
719058,0.67,0.49,0.12
719071,0.85,0.49,0.18
719084,0.49,0.49,0.12
719097,0.55,0.49,0.06
719110,0.61,0.49,0.06
719123,0.18,0.49,-0.06
719136,0.00,0.49,-0.12
719149,0.73,0.49,0.00
719162,1.10,0.49,0.12
719176,0.73,0.49,0.06
719188,0.61,0.49,0.06
719203,0.18,0.49,-0.06
719218,0.24,0.49,0.00
719232,0.73,0.49,0.12
719245,0.43,0.55,0.12
719258,0.43,0.49,0.06
719271,0.85,0.49,0.12
719284,1.16,0.49,0.18
719297,0.18,0.49,0.00
719310,-0.18,0.49,-0.12
719323,0.43,0.49,0.00
719336,0.85,0.49,0.06
719349,0.92,0.49,0.12
719362,0.24,0.49,-0.06
719375,0.31,0.49,-0.06
719388,0.92,0.43,0.12
719401,0.55,0.49,0.00
719415,0.12,0.49,0.00
719428,0.43,0.49,0.00
719441,0.79,0.49,0.12
719454,0.79,0.49,0.06
719467,0.24,0.55,0.00
719480,0.43,0.49,0.06
719494,0.85,0.49,0.12
719507,0.85,0.49,0.12
719520,0.37,0.49,0.00
719533,0.43,0.49,0.00
719546,0.73,0.49,0.06
719559,0.55,0.43,0.06
719572,0.31,0.49,-0.06
719585,0.73,0.43,0.06
719598,0.55,0.43,0.06
719611,0.55,0.49,0.12
719623,0.61,0.49,0.12
719636,0.31,0.49,0.06
719649,0.31,0.49,0.06
719662,0.92,0.49,0.18
719675,1.10,0.49,0.18
719688,0.06,0.49,-0.06
719700,0.18,0.49,-0.06
719713,1.04,0.43,0.06
719726,0.55,0.49,0.00
719739,0.00,0.43,-0.12
719752,0.85,0.43,0.06
719765,1.28,0.43,0.18
719778,0.18,0.49,0.00
719791,-0.12,0.49,-0.06
719804,0.31,0.49,0.00
719817,0.85,0.49,0.18
719830,0.49,0.49,0.12
719842,0.12,0.49,0.00
719855,0.61,0.43,0.06
719868,0.92,0.43,0.12
719881,0.37,0.49,-0.06
719893,0.06,0.49,-0.12
719907,0.24,0.49,-0.06
719920,0.92,0.43,0.12
719933,0.98,0.49,0.18
719946,0.18,0.43,0.00
719959,-0.37,0.49,-0.12
719973,0.92,0.49,0.18
719986,1.22,0.49,0.24
719999,0.61,0.49,0.06
720012,0.06,0.49,-0.06
720025,0.67,0.43,0.06
720038,1.04,0.49,0.12
720051,0.61,0.43,0.00
720064,-0.12,0.49,-0.12
720077,0.55,0.43,0.06
720090,0.98,0.43,0.12
720103,0.43,0.49,0.00
720116,0.00,0.49,-0.06
720129,0.12,0.49,0.00
720142,0.85,0.49,0.18
720155,0.98,0.49,0.18
720168,0.31,0.49,0.00
720182,0.18,0.49,-0.06
720195,0.49,0.49,0.00
720208,0.92,0.49,0.06
720221,0.79,0.49,0.06
720234,0.37,0.49,-0.06
720247,0.37,0.49,-0.06
720260,0.49,0.43,0.06
720273,0.31,0.43,0.00
720286,0.18,0.49,-0.06
720299,0.67,0.49,0.12
720312,1.04,0.49,0.24
720325,1.10,0.49,0.12
720338,0.12,0.55,0.00
720351,0.06,0.49,-0.06
720364,0.67,0.49,0.06
720377,0.67,0.49,0.00
720389,0.43,0.49,0.00
720402,0.67,0.49,0.00
720415,1.04,0.49,0.06
720428,0.31,0.49,-0.06
720441,0.06,0.49,-0.06
720455,0.12,0.49,0.00
720468,0.61,0.49,0.12
720482,0.92,0.49,0.18
720495,0.49,0.55,0.06
720508,0.37,0.55,0.06
720521,0.73,0.49,0.06
720533,0.61,0.43,0.00
720546,0.37,0.49,-0.06
720559,0.37,0.49,-0.06
720572,0.61,0.49,0.00
720585,0.85,0.49,0.06
720598,0.43,0.49,0.00
720611,0.31,0.49,0.00
720624,0.55,0.49,0.06
720636,0.61,0.49,0.12
720650,0.61,0.55,0.12
720662,0.55,0.49,0.06
720675,0.49,0.49,0.06
720688,0.55,0.49,0.06
720701,0.49,0.55,0.00
720714,0.43,0.49,0.00
720727,0.49,0.49,0.00
720740,0.55,0.49,0.00
720753,0.61,0.49,0.06
720766,0.61,0.49,0.06
720779,0.43,0.49,0.06
720792,0.49,0.49,0.12
720805,0.61,0.49,0.12
720819,0.43,0.49,0.06
720832,0.43,0.49,0.00
720845,0.49,0.55,0.00
720859,0.67,0.49,0.00
720872,0.73,0.49,0.06
720885,0.67,0.49,0.00
720897,0.55,0.49,0.00
720910,0.43,0.49,0.00
720923,0.18,0.49,-0.06
720936,0.43,0.49,0.06
720949,0.79,0.49,0.18
720962,0.61,0.55,0.12
720976,0.43,0.49,0.06
720988,0.61,0.49,0.06
721001,0.55,0.49,0.06
721014,0.18,0.55,-0.06
721027,0.37,0.55,0.00
721041,0.92,0.49,0.06
721054,0.85,0.49,0.06
721067,0.67,0.49,0.06
721080,0.37,0.49,0.00
721093,0.18,0.49,-0.06
721106,0.49,0.49,0.06
721119,0.67,0.49,0.12
721132,0.67,0.43,0.12
721146,0.61,0.49,0.12
721159,0.85,0.55,0.18
721172,0.49,0.43,0.00
721185,0.06,0.49,-0.06
721200,0.31,0.43,-0.06
721215,0.61,0.49,0.00
721230,0.79,0.49,0.06
721243,0.67,0.49,0.06
721256,0.43,0.49,0.06
721270,0.61,0.49,0.12
721283,0.73,0.43,0.18
721296,-0.12,0.49,-0.06
721309,-0.31,0.49,-0.12
721323,1.22,0.43,0.24
721335,1.16,0.49,0.18
721348,0.06,0.49,-0.06
721361,0.24,0.49,-0.06
721374,0.73,0.49,0.06
721387,0.67,0.49,0.06
721400,0.18,0.43,-0.06
721413,0.37,0.49,0.00
721427,1.10,0.49,0.18
721439,1.28,0.49,0.24
721452,0.00,0.49,-0.06
721465,-0.06,0.49,-0.06
721479,1.16,0.43,0.18
721492,1.04,0.49,0.18
721505,0.37,0.55,-0.06
721518,0.55,0.49,0.00
721531,0.85,0.49,0.06
721544,0.49,0.55,0.00
721557,0.55,0.49,0.00
721570,0.79,0.49,0.06
721583,0.85,0.49,0.12
721596,0.79,0.49,0.06
721609,0.43,0.49,0.06
721622,0.37,0.55,0.06
721635,0.31,0.55,0.00
721648,0.31,0.49,0.06
721661,0.55,0.49,0.12
721674,0.92,0.49,0.12
721687,0.92,0.49,0.06
721699,0.67,0.49,0.00
721713,-0.37,0.55,-0.18
721726,0.31,0.49,-0.06
721739,1.34,0.49,0.18
721752,0.98,0.49,0.12
721765,0.18,0.55,0.00
721778,0.18,0.49,0.00
721791,0.49,0.49,0.06
721804,0.73,0.49,0.12
721817,0.49,0.55,0.06
721830,0.43,0.55,0.06
721842,0.79,0.43,0.06
721856,1.04,0.49,0.12
721869,0.37,0.49,-0.06
721882,-0.49,0.49,-0.18
721895,15.14,0.49,0.06
721908,1.59,0.43,0.31
721921,1.28,0.43,0.24
721934,-0.85,0.49,-0.24
721948,-0.73,0.49,-0.18
721961,1.53,0.49,0.31
721975,1.89,0.49,0.37
721987,1.04,0.49,-15.44
722001,-0.43,0.49,-0.18
722014,0.06,0.49,-0.06
722027,0.85,0.43,0.06
722040,0.31,0.43,0.00
722053,-0.12,0.49,-0.06
722067,0.67,0.49,0.12
722079,1.40,0.43,0.24
722092,0.61,0.49,0.06
722105,-0.43,0.55,-0.12
722118,-0.79,0.49,-0.31
722131,0.85,0.49,0.12
722146,2.08,0.49,0.37
722160,1.28,0.55,0.24
722174,0.12,0.55,-0.18
722186,-0.12,0.49,-0.12
722199,0.55,0.49,0.00
722212,0.55,0.49,0.06
722225,0.43,0.55,0.00
722238,0.73,0.49,0.06
722250,0.98,0.49,0.12
722263,0.61,0.49,0.00
722276,0.12,0.43,-0.06
722289,-0.12,0.49,-0.06
722303,-0.12,0.49,-0.12
722315,0.92,0.49,0.18
722328,1.16,0.49,0.24
722341,1.10,0.49,0.18
722354,0.24,0.49,0.00
722367,0.00,0.49,-0.06
722379,0.85,0.49,0.12
722392,0.85,0.49,0.12
722405,0.37,0.49,0.00
722418,0.18,0.49,-0.06
722431,0.92,0.43,0.06
722444,0.98,0.43,0.12
722457,0.31,0.49,0.00
722470,-0.12,0.49,-0.12
722483,0.55,0.49,0.06
722495,0.92,0.49,0.12
722508,0.55,0.49,0.12
722521,0.24,0.49,0.06
722534,0.24,0.49,0.06
722548,0.61,0.49,0.12
722561,0.73,0.49,0.12
722573,0.37,0.49,0.00
722586,0.37,0.49,0.00
722599,0.61,0.49,0.06
722612,1.04,0.49,0.06
722625,0.37,0.43,-0.06
722637,-0.61,0.43,-0.31
722650,0.06,0.49,-0.12
722663,1.22,0.49,0.18
722676,1.40,0.49,0.31
722689,0.61,0.55,0.18
722703,0.12,0.55,0.06
722716,0.06,0.49,0.06
722728,0.49,0.49,0.12
722741,0.18,0.49,0.00
722754,0.24,0.49,0.00
722767,0.92,0.49,0.06
722780,1.40,0.43,0.12
722793,0.79,0.43,-0.06
722806,-0.49,0.43,-0.31
722819,-0.18,0.43,-0.18
722833,0.43,0.43,-0.06
722846,0.43,0.49,0.06
722859,0.31,0.49,0.06
722871,0.85,0.55,0.24
722884,1.10,0.49,0.31
722897,0.92,0.49,0.24
722911,0.24,0.55,0.06
722924,0.37,0.55,0.06
722936,0.12,0.49,-0.06
722949,0.49,0.49,-0.06
722962,1.10,0.49,0.06
722975,0.67,0.49,-0.06
722988,0.12,0.49,-0.18
723001,0.31,0.49,-0.06
723014,0.37,0.43,-0.06
723028,0.43,0.49,0.12
723041,0.55,0.49,0.18
723054,0.98,0.49,0.24
723067,0.85,0.49,0.24
723080,0.12,0.55,0.06
723093,-0.18,0.49,0.00
723106,0.37,0.49,0.00
723119,0.49,0.43,0.00
723132,1.22,0.49,0.12
723147,1.04,0.49,0.06
723160,0.06,0.43,-0.12
723174,0.24,0.49,-0.06
723188,0.85,0.49,0.12
723202,0.67,0.49,0.06
723215,0.37,0.49,0.06
723228,0.79,0.49,0.18
723241,0.92,0.49,0.18
723253,0.31,0.49,0.06
723266,0.18,0.49,0.00
723279,1.04,0.43,0.18
723292,1.10,0.43,0.18
723305,0.67,0.43,0.00
723318,0.06,0.49,-0.12
723332,0.37,0.43,-0.06
723345,0.37,0.43,0.00
723358,0.43,0.43,0.06
723371,0.61,0.49,0.12
723383,0.92,0.49,0.18
723396,0.73,0.49,0.12
723409,0.37,0.49,0.06
723422,0.43,0.55,0.06
723436,0.55,0.49,0.06
723449,0.55,0.49,0.00
723462,0.61,0.43,0.00
723475,0.73,0.49,0.00
723488,0.67,0.49,0.00
723501,0.43,0.43,-0.06
723514,0.49,0.49,0.00
723527,0.79,0.49,0.06
723540,0.55,0.49,0.06
723553,0.31,0.49,0.06
723567,0.43,0.49,0.12
723579,0.55,0.49,0.12
723592,0.31,0.49,0.06
723605,0.49,0.49,0.06
723618,0.92,0.49,0.12
723631,1.16,0.49,0.18
723644,0.37,0.49,0.00
723657,0.18,0.49,-0.06
723671,0.49,0.49,-0.06
723684,0.67,0.43,0.00
723697,0.37,0.43,0.06
723710,0.18,0.49,0.00
723723,0.67,0.49,0.12
723735,0.92,0.55,0.18
723749,-0.06,0.55,0.00
723762,0.12,0.49,0.00
723775,0.92,0.43,0.12
723788,1.22,0.43,0.18
723801,0.67,0.43,0.06
723815,0.12,0.49,-0.12
723828,0.12,0.49,-0.12
723841,0.67,0.43,0.00
723854,1.04,0.49,0.12
723866,0.67,0.49,0.12
723880,0.49,0.49,0.06
723893,0.12,0.49,-0.06
723906,0.31,0.49,0.00
723919,0.67,0.49,0.12
723932,0.61,0.49,0.06
723945,0.31,0.49,-0.06
723958,0.79,0.43,0.06
723971,0.85,0.43,0.06
723984,0.55,0.43,0.00
723997,-0.24,0.43,-0.12
724010,-0.12,0.49,-0.06
724023,1.10,0.49,0.24
724036,1.16,0.55,0.24
724049,0.61,0.49,0.12
724062,0.06,0.49,-0.06
724075,0.55,0.49,0.06
724088,0.79,0.49,0.12
724101,0.55,0.49,0.06
724114,0.12,0.49,-0.06
724127,0.92,0.49,0.06
724140,1.40,0.49,0.18
724153,0.18,0.49,0.00
724166,-0.37,0.49,-0.12
724179,0.06,0.43,15.56
724193,1.04,0.49,0.18
724206,0.85,0.49,0.18
724219,0.00,0.55,0.00
724232,0.31,0.49,0.06
724247,1.28,0.49,0.24
724259,0.92,0.49,0.12
724272,0.31,0.43,-0.12
724286,-0.37,0.49,-0.18
724300,0.43,0.43,0.00
724313,0.79,0.49,0.06
724326,0.12,0.49,-0.06
724339,0.73,0.49,0.06
724352,1.34,0.49,0.24
724365,1.22,0.49,0.18
724378,-0.24,0.55,-0.06
724391,-0.31,0.55,-0.06
724404,0.43,0.55,0.06
724417,0.73,0.55,0.12
724430,1.10,0.49,0.18
724442,0.49,0.49,0.00
724455,0.06,0.49,-0.12
724468,1.04,0.43,0.06
724482,1.28,0.43,0.12
724494,0.67,0.43,0.06
724507,0.24,0.49,-0.06
724520,0.73,0.49,0.06
724533,0.55,0.49,0.06
724546,0.18,0.49,0.00
724559,0.00,0.49,0.00
724572,0.49,0.49,0.06
724585,0.92,0.49,0.12
724598,0.92,0.49,0.12
724611,0.55,0.49,0.00
724624,0.24,0.49,-0.06
724637,0.31,0.49,0.00
724650,0.43,0.43,0.00
724663,0.67,0.49,0.06
724676,0.61,0.43,0.06
724689,0.43,0.49,0.06
724702,0.49,0.49,0.12
724715,0.49,0.49,0.12
724728,0.06,0.49,0.00
724741,0.06,0.49,0.00
724754,0.73,0.49,0.12
724768,1.16,0.49,0.18
724782,0.49,0.49,0.00
724796,0.49,0.43,0.00
724809,0.43,0.49,-0.06
724822,0.06,0.49,-0.12
724835,0.43,0.49,-0.06
724849,1.22,0.43,0.18
724862,1.22,0.49,0.18
724874,1.10,0.49,0.18
724888,0.18,0.49,0.06
724901,-0.06,0.43,-0.06
724914,0.06,0.49,0.00
724927,0.37,0.49,0.06
724940,0.67,0.49,0.12
724953,1.10,0.49,0.18
724966,0.85,0.49,0.12
724979,0.55,0.49,0.06
724992,0.37,0.49,-0.06
725005,0.18,0.43,-0.06
725018,0.12,0.49,-0.06
725031,0.24,0.49,0.00
725044,0.43,0.49,0.06
725057,0.79,0.49,0.12
725070,1.16,0.49,0.24
725084,0.55,0.49,0.12
725097,0.18,0.49,0.00
725109,0.24,0.49,0.00
725124,0.06,0.55,-0.06
725137,0.61,0.55,0.00
725150,1.10,0.49,0.12
725162,1.22,0.49,0.18
725175,0.61,0.49,0.00
725188,0.49,0.49,0.00
725202,0.37,0.49,0.00
725216,0.12,0.49,-0.06
725230,1.04,0.49,0.18
725245,1.22,0.49,0.24
725259,-0.12,0.55,-0.06
725272,0.18,0.49,0.00
725286,0.61,0.49,0.00
725299,0.24,0.49,0.00
725312,0.31,0.49,0.00
725325,0.79,0.49,0.06
725338,0.55,0.49,0.06
725352,0.31,0.49,0.00
725365,0.00,0.49,-0.12
725378,0.79,0.49,0.12
725391,1.34,0.49,0.24
725404,1.28,0.49,0.24
725417,0.12,0.55,0.00
725430,0.12,0.49,0.00
725443,0.43,0.49,0.00
725456,0.12,0.49,-0.06
725469,-0.37,0.49,-0.12
725482,0.98,0.49,0.12
725495,2.08,0.49,0.37
725508,0.73,0.49,0.00
725521,-0.55,0.49,-0.24
725534,-0.67,0.49,-0.24
725548,0.98,0.49,0.12
725561,1.40,0.49,0.24
725574,0.43,0.49,0.06
725587,0.18,0.49,0.06
725600,0.31,0.49,0.06
725613,0.61,0.55,0.12
725626,0.49,0.49,0.06
725639,0.18,0.49,0.00
725652,0.79,0.43,0.12
725665,1.28,0.43,0.18
725678,0.24,0.43,-0.06
725691,-0.31,0.49,-0.18
725704,0.43,0.43,0.00
725717,0.61,0.49,0.06
725730,0.55,0.49,0.06
725743,0.79,0.49,0.12
725756,0.98,0.55,0.18
725769,0.31,0.55,0.00
725781,0.24,0.49,0.00
725794,0.37,0.49,0.00
725808,0.49,0.49,0.00
725821,0.49,0.55,0.00
725834,0.43,0.49,0.00
725847,0.73,0.49,0.00
725859,1.28,0.49,0.12
725872,0.37,0.49,-0.06
725885,-0.31,0.49,-0.18
725899,0.61,0.49,0.06
725911,0.92,0.43,0.12
725924,0.73,0.55,0.12
725937,0.37,0.49,0.06
725950,0.18,0.49,0.00
725964,0.98,0.49,0.18
725976,0.92,0.43,0.18
725990,0.18,0.43,0.00
726004,-0.37,0.43,-0.12
726017,0.49,0.43,0.06
726029,1.22,0.43,0.18
726042,0.37,0.49,0.00
726055,-0.37,0.49,-0.12
726068,0.37,0.49,0.00
726081,1.04,0.43,0.18
726094,0.55,0.43,0.06
726107,0.12,0.49,0.00
726120,0.18,0.49,0.00
726133,1.22,0.49,0.18
726146,0.92,0.43,0.12
726159,0.00,0.43,-0.12
726172,0.49,0.49,0.00
726185,1.10,0.43,0.18
726199,0.73,0.43,0.06
726212,0.31,0.43,0.00
726224,0.12,0.49,0.00
726238,0.67,0.43,0.12
726251,0.98,0.49,0.18
726265,0.12,0.49,0.00
726277,0.18,0.49,0.06
726290,0.55,0.49,0.06
726303,0.24,0.49,0.00
726316,0.37,0.49,0.12
726329,1.10,0.43,0.18
726342,0.67,0.49,0.06
726355,0.55,0.49,0.00
726368,0.61,0.49,0.00
726381,0.18,0.43,-0.12
726394,-0.06,0.49,-0.12
726408,0.12,0.49,-0.12
726421,1.22,0.49,0.18
726434,1.22,0.49,0.18
726447,0.12,0.55,0.06
726460,0.06,0.49,0.06
726472,0.18,0.49,0.06
726485,0.85,0.43,0.18
726499,0.67,0.43,0.06
726512,-0.24,0.55,-0.24
726525,0.00,0.49,-0.18
726538,0.79,0.43,0.00
726551,1.83,0.43,0.24
726563,1.46,0.43,0.24
726576,-1.59,0.55,-0.37
726590,-0.55,0.55,-0.12
726603,1.59,0.43,0.37
726616,0.55,0.49,0.12
726629,-1.46,0.55,-0.31
726642,0.92,0.49,0.12
726656,3.23,0.43,0.61
726669,1.46,0.43,0.18
726682,-0.73,0.49,-0.31
726696,-1.46,0.49,-0.43
726709,0.85,0.43,0.06
726722,1.16,0.43,0.12
726735,-0.49,0.49,-0.12
726748,-0.24,0.55,0.00
726762,1.04,0.49,0.49
726775,1.89,0.43,0.43
726788,0.79,0.49,0.18
726800,-0.43,0.49,-0.12
726813,0.31,0.49,0.00
726826,1.10,0.49,0.18
726839,0.43,0.49,0.06
726852,-0.12,0.49,-0.12
726866,0.55,0.49,0.00
726878,1.10,0.49,0.12
726891,1.16,0.43,0.18
726904,0.31,0.43,0.00
726917,0.00,0.49,-0.06
726930,0.18,0.43,-0.06
726944,0.37,0.49,0.06
726956,0.43,0.55,0.06
726969,0.49,0.55,0.12
726982,1.28,0.49,0.31
726995,1.59,0.49,0.37
727009,0.18,0.49,0.00
727022,-1.34,0.49,-0.49
727035,0.06,0.49,-0.24
727049,1.71,0.43,0.12
727062,0.79,0.49,0.00
727075,0.00,0.49,-0.06
727088,1.34,0.49,0.31
727101,1.59,0.49,0.37
727114,0.43,0.49,0.12
727127,-2.08,0.55,-0.43
727140,-0.73,0.55,-0.18
727153,3.11,0.49,0.61
727165,2.44,0.55,0.49
727178,0.43,0.55,0.06
727190,0.37,0.49,0.00
727203,1.46,0.43,0.18
727215,1.10,0.43,0.00
727228,-1.89,0.49,-0.67
727242,-0.73,0.49,-0.37
727255,3.05,0.49,0.49
727268,2.26,0.49,0.43
727281,0.79,0.55,0.18
727294,-0.61,0.55,-0.06
727308,-0.12,0.49,0.06
727321,0.18,0.55,0.06
727334,-0.12,0.55,0.00
727347,1.34,0.55,0.24
727360,1.83,0.49,0.37
727374,1.59,0.49,0.18
727387,-0.12,0.43,-0.24
727400,-0.98,0.49,-0.43
727413,0.24,0.49,-0.12
727426,1.16,0.49,0.12
727439,1.22,0.49,0.18
727452,0.92,0.49,0.24
727465,0.73,0.49,0.18
727478,-0.12,0.49,0.00
727492,-0.18,0.49,0.00
727505,0.31,0.49,0.00
727517,0.43,0.49,0.00
727530,0.73,0.43,0.06
727543,0.73,0.49,0.00
727555,0.61,0.49,0.00
727569,0.43,0.43,-0.06
727582,-0.12,0.43,-0.12
727595,0.00,0.43,-0.06
